num_prior_defaults,identity_verification_passed,device_fingerprint_match,application_velocity_24h,income_to_loan_ratio,account_age_days,employment_type,repayment_method,geo_risk_score,previous_loan_count,application_hour,mobile_os,marketing_campaign_id,label
1,1,1,1,1.773,38,salaried,bank_transfer,0.037,0,20,iOS,C2,Non-fraud
1,0,0,4,1.259,19,unemployed,cash_agent,0.535,2,5,Android,C5,Fraud
2,0,0,10,1.479,18,self-employed,cash_agent,0.788,0,9,Android,C5,Fraud
3,0,0,4,1.196,14,unemployed,e-wallet,0.742,0,18,Android,C2,Fraud
1,0,0,5,1.041,9,unemployed,bank_transfer,0.433,1,4,Android,C6,Fraud
1,0,1,3,1.651,31,self-employed,bank_transfer,0.339,1,8,iOS,C4,Fraud
1,1,0,2,1.267,20,unemployed,e-wallet,0.4,0,12,iOS,C3,Non-fraud
0,1,1,3,1.144,13,unemployed,cash_agent,0.688,0,17,Android,C3,Fraud
1,0,0,1,0.825,42,self-employed,e-wallet,0.566,1,5,Android,C2,Fraud
0,1,0,1,1.412,58,self-employed,e-wallet,0.641,1,13,Android,C6,Non-fraud
3,0,1,9,0.474,17,unemployed,bank_transfer,0.86,1,0,Android,C6,Fraud
0,1,1,3,1.493,21,self-employed,e-wallet,0.835,0,7,iOS,C4,Non-fraud
0,0,0,0,1.346,19,salaried,e-wallet,0.343,1,19,iOS,C4,Non-fraud
0,1,1,0,2.402,121,salaried,bank_transfer,0.063,2,23,Android,C5,Non-fraud
2,1,0,1,0.43,9,unemployed,bank_transfer,0.176,0,4,Android,C6,Fraud
0,1,1,1,1.606,25,self-employed,bank_transfer,0.512,0,13,Android,C5,Non-fraud
2,0,0,2,1.049,22,unemployed,bank_transfer,0.278,1,11,Android,C3,Non-fraud
0,1,1,2,1.592,115,salaried,bank_transfer,0.863,0,4,iOS,C2,Non-fraud
3,0,1,2,0.416,27,unemployed,bank_transfer,0.426,0,22,iOS,C3,Fraud
0,0,0,1,1.057,104,salaried,bank_transfer,0.5,2,9,Android,C2,Non-fraud
1,0,0,0,0.804,29,unemployed,e-wallet,0.381,1,5,Android,C4,Fraud
2,0,1,3,1.755,15,salaried,e-wallet,0.282,0,18,Android,C6,Fraud
1,0,1,3,1.677,21,self-employed,bank_transfer,0.535,1,2,iOS,C6,Fraud
4,0,0,4,0.05,2,unemployed,cash_agent,0.743,0,6,iOS,C3,Fraud
1,1,0,0,1.381,35,self-employed,bank_transfer,0.778,0,0,iOS,C6,Fraud
1,0,0,6,1.284,36,self-employed,cash_agent,0.812,0,16,Android,C6,Fraud
4,1,0,6,1.23,92,self-employed,cash_agent,0.871,3,2,Android,C1,Fraud
2,0,0,1,1.42,15,unemployed,e-wallet,0.774,0,23,Android,C2,Fraud
1,1,1,1,0.992,24,unemployed,cash_agent,0.173,0,9,iOS,C2,Fraud
1,1,1,0,2.17,41,salaried,bank_transfer,0.31,2,19,Android,C1,Non-fraud
2,0,1,6,0.84,18,unemployed,cash_agent,0.343,0,12,Android,C6,Fraud
0,1,1,0,1.857,86,salaried,bank_transfer,0.302,2,16,Android,C2,Non-fraud
0,1,1,0,2.309,97,salaried,bank_transfer,0.516,3,13,Android,C4,Non-fraud
1,0,0,4,0.234,50,unemployed,e-wallet,0.802,1,22,iOS,C1,Fraud
0,1,1,0,1.242,13,salaried,e-wallet,0.747,1,9,Android,C6,Non-fraud
1,0,0,2,0.325,43,unemployed,e-wallet,0.856,1,9,Android,C1,Fraud
8,0,0,18,0.05,7,unemployed,e-wallet,0.734,0,2,iOS,C4,Fraud
2,0,0,0,1.288,25,unemployed,cash_agent,0.759,0,14,Android,C3,Fraud
3,1,1,2,1.203,58,salaried,bank_transfer,0.188,1,19,Android,C6,Fraud
2,0,0,3,0.542,64,self-employed,cash_agent,0.381,0,3,Android,C1,Fraud
1,1,1,2,1.188,16,self-employed,e-wallet,0.666,1,9,iOS,C3,Fraud
1,1,1,0,2.185,71,salaried,bank_transfer,0.596,0,2,iOS,C1,Non-fraud
0,1,1,0,1.239,13,unemployed,bank_transfer,0.117,0,20,Android,C1,Non-fraud
1,1,1,2,1.421,47,self-employed,e-wallet,0.117,1,2,iOS,C3,Non-fraud
2,0,0,16,0.428,12,unemployed,bank_transfer,0.823,0,14,iOS,C3,Fraud
1,0,1,9,0.564,38,self-employed,e-wallet,0.46,0,11,Android,C5,Fraud
1,0,1,0,1.006,28,self-employed,bank_transfer,0.647,0,11,iOS,C2,Fraud
0,0,1,1,1.096,22,unemployed,bank_transfer,0.484,0,0,Android,C6,Non-fraud
0,0,1,1,0.895,13,unemployed,e-wallet,0.504,0,7,iOS,C2,Non-fraud
0,1,0,1,1.254,31,self-employed,bank_transfer,0.274,0,6,Android,C6,Non-fraud
0,0,1,1,1.563,11,self-employed,e-wallet,0.625,1,18,iOS,C4,Non-fraud
3,0,1,4,0.663,9,self-employed,bank_transfer,0.633,1,7,iOS,C6,Fraud
2,0,1,5,1.283,47,self-employed,cash_agent,0.744,0,18,iOS,C6,Fraud
2,1,0,2,1.122,13,self-employed,bank_transfer,0.284,0,4,Android,C6,Fraud
2,1,1,0,1.252,19,self-employed,bank_transfer,0.686,1,6,Android,C6,Fraud
0,0,0,0,1.229,35,salaried,bank_transfer,0.544,0,9,Android,C1,Non-fraud
0,0,0,3,0.169,5,unemployed,bank_transfer,0.499,0,8,Android,C3,Fraud
3,0,0,4,0.647,19,unemployed,cash_agent,0.693,0,17,Android,C5,Fraud
3,0,0,2,1.106,20,self-employed,bank_transfer,0.638,0,8,iOS,C1,Fraud
3,0,0,1,0.558,23,self-employed,e-wallet,0.438,1,19,Android,C1,Non-fraud
0,1,0,3,0.735,20,unemployed,e-wallet,0.528,1,3,iOS,C2,Fraud
1,0,1,0,1.576,23,unemployed,bank_transfer,0.369,1,16,iOS,C4,Fraud
0,0,1,1,1.163,25,self-employed,e-wallet,0.625,0,17,Android,C5,Non-fraud
0,1,1,0,1.789,33,salaried,bank_transfer,0.223,1,3,iOS,C1,Non-fraud
1,0,1,0,1.514,42,unemployed,bank_transfer,0.275,0,0,Android,C6,Fraud
0,0,1,1,1.644,110,salaried,cash_agent,0.74,0,4,iOS,C1,Fraud
1,0,0,7,1.197,25,unemployed,bank_transfer,0.565,0,14,iOS,C5,Fraud
0,1,0,1,0.958,32,unemployed,e-wallet,0.355,0,9,Android,C4,Non-fraud
1,0,1,0,2.031,58,self-employed,bank_transfer,0.247,1,0,Android,C4,Fraud
1,1,0,3,1.696,14,unemployed,e-wallet,0.394,0,5,Android,C6,Non-fraud
2,1,1,0,2.06,67,salaried,bank_transfer,0.381,2,1,Android,C3,Fraud
1,1,1,0,1.848,72,salaried,e-wallet,0.579,2,12,Android,C6,Non-fraud
2,0,0,20,0.609,42,unemployed,cash_agent,0.89,1,16,Android,C3,Fraud
2,1,1,1,1.141,18,unemployed,e-wallet,0.246,0,7,iOS,C2,Fraud
0,1,1,1,1.594,63,salaried,bank_transfer,0.379,0,5,iOS,C6,Non-fraud
2,1,1,0,1.505,22,salaried,bank_transfer,0.787,0,6,iOS,C1,Fraud
0,0,1,2,1.212,56,salaried,cash_agent,0.547,2,22,iOS,C6,Non-fraud
2,0,0,3,1.427,24,unemployed,bank_transfer,0.382,0,3,Android,C3,Fraud
0,1,1,0,2.253,32,salaried,e-wallet,0.75,1,6,Android,C3,Non-fraud
4,1,0,11,0.05,6,unemployed,bank_transfer,0.733,0,19,iOS,C6,Fraud
0,1,1,1,1.946,6,salaried,bank_transfer,0.712,0,17,iOS,C6,Non-fraud
2,0,0,3,1.282,16,salaried,e-wallet,0.35,1,13,Android,C3,Fraud
0,1,1,5,1.678,71,salaried,e-wallet,0.749,2,14,iOS,C4,Non-fraud
3,0,0,4,0.472,29,unemployed,cash_agent,0.735,0,16,Android,C1,Fraud
0,1,0,2,1.556,40,unemployed,e-wallet,0.383,2,1,Android,C3,Non-fraud
1,0,0,2,1.284,52,salaried,bank_transfer,0.64,0,3,Android,C1,Fraud
7,0,0,9,0.786,9,unemployed,e-wallet,0.565,0,18,Android,C6,Fraud
3,1,1,0,1.358,58,self-employed,bank_transfer,0.58,1,4,iOS,C2,Non-fraud
0,1,1,3,1.107,34,unemployed,e-wallet,0.581,0,4,Android,C2,Fraud
0,1,1,5,1.061,13,unemployed,bank_transfer,0.615,2,0,Android,C6,Fraud
1,1,1,1,0.879,19,unemployed,bank_transfer,0.594,1,9,iOS,C4,Non-fraud
1,0,0,1,0.71,67,self-employed,cash_agent,0.363,1,15,Android,C1,Fraud
1,1,0,1,0.54,26,unemployed,bank_transfer,0.168,0,1,Android,C4,Fraud
2,1,1,7,0.388,17,unemployed,e-wallet,0.629,0,15,Android,C6,Fraud
0,1,0,4,1.004,38,self-employed,e-wallet,0.627,0,15,iOS,C4,Fraud
1,0,1,0,0.91,9,unemployed,bank_transfer,0.174,0,9,Android,C4,Fraud
1,1,1,1,1.872,28,salaried,e-wallet,0.645,1,18,iOS,C5,Non-fraud
2,1,1,1,0.942,30,unemployed,e-wallet,0.444,1,3,Android,C1,Fraud
0,1,0,5,0.945,10,unemployed,e-wallet,0.605,0,18,Android,C4,Fraud
1,0,0,4,0.478,10,unemployed,e-wallet,0.502,0,4,iOS,C4,Fraud
4,1,1,10,0.745,12,unemployed,e-wallet,0.396,0,7,Android,C5,Fraud
1,1,1,8,0.468,9,unemployed,bank_transfer,0.172,0,3,iOS,C4,Fraud
1,1,1,0,1.626,14,self-employed,e-wallet,0.355,0,23,iOS,C4,Non-fraud
1,0,1,0,1.138,46,self-employed,bank_transfer,0.204,2,17,Android,C4,Fraud
0,1,1,0,2.13,119,salaried,cash_agent,0.613,1,0,Android,C1,Non-fraud
3,0,0,0,0.134,9,unemployed,bank_transfer,0.511,0,14,Android,C1,Non-fraud
0,1,0,0,1.777,16,self-employed,bank_transfer,0.35,1,5,iOS,C5,Non-fraud
0,0,0,3,0.926,55,unemployed,e-wallet,0.667,0,17,Android,C1,Fraud
3,0,1,3,1.312,18,self-employed,bank_transfer,0.642,0,15,Android,C6,Fraud
4,1,0,3,1.403,65,self-employed,cash_agent,0.552,0,1,iOS,C5,Non-fraud
2,1,0,0,0.656,32,unemployed,e-wallet,0.208,0,14,Android,C1,Fraud
1,1,1,0,1.23,25,self-employed,e-wallet,0.4,0,9,Android,C3,Non-fraud
1,0,1,1,0.451,14,unemployed,bank_transfer,0.359,0,16,Android,C1,Fraud
3,1,0,20,0.367,34,unemployed,cash_agent,0.923,0,22,iOS,C3,Fraud
0,1,1,2,1.517,30,self-employed,bank_transfer,0.272,0,12,Android,C4,Non-fraud
0,1,0,9,0.897,79,self-employed,e-wallet,0.291,2,19,Android,C6,Fraud
3,1,0,0,0.571,11,unemployed,bank_transfer,0.312,0,18,Android,C1,Non-fraud
2,0,0,5,0.823,10,unemployed,bank_transfer,0.681,0,11,Android,C6,Fraud
3,1,1,0,1.166,4,unemployed,e-wallet,0.482,0,8,iOS,C2,Fraud
2,1,1,3,1.426,13,unemployed,e-wallet,0.295,0,22,Android,C3,Fraud
3,1,0,4,0.584,5,unemployed,bank_transfer,0.399,0,2,Android,C3,Fraud
0,1,1,0,1.519,37,salaried,bank_transfer,0.315,0,17,Android,C5,Fraud
2,0,0,8,0.609,10,unemployed,e-wallet,0.907,0,2,iOS,C4,Fraud
1,0,1,3,1.227,65,self-employed,e-wallet,0.458,0,12,Android,C5,Fraud
1,0,1,2,1.443,19,salaried,e-wallet,0.568,0,9,Android,C5,Fraud
2,0,1,1,1.14,36,unemployed,bank_transfer,0.741,0,0,iOS,C1,Fraud
1,1,1,3,1.865,159,salaried,e-wallet,0.413,1,15,iOS,C6,Non-fraud
1,1,1,0,1.782,30,self-employed,e-wallet,0.446,1,9,iOS,C1,Non-fraud
2,1,0,1,0.581,7,unemployed,e-wallet,0.279,0,8,iOS,C1,Fraud
0,1,0,0,2.446,171,salaried,bank_transfer,0.32,1,23,Android,C1,Non-fraud
2,0,0,0,1.84,37,salaried,bank_transfer,0.169,0,2,Android,C3,Fraud
0,1,1,0,2.101,102,salaried,bank_transfer,0.259,1,10,Android,C4,Non-fraud
0,1,1,0,1.654,28,self-employed,bank_transfer,0.195,2,2,Android,C2,Non-fraud
1,0,0,3,0.235,9,unemployed,bank_transfer,0.57,0,15,Android,C5,Fraud
2,0,0,2,0.958,46,unemployed,cash_agent,0.489,0,12,Android,C3,Fraud
2,1,0,2,0.434,4,unemployed,bank_transfer,0.149,0,21,Android,C3,Fraud
2,0,0,3,0.663,16,unemployed,bank_transfer,0.706,0,23,Android,C5,Fraud
2,1,1,2,1.501,31,self-employed,e-wallet,0.324,3,17,Android,C4,Fraud
0,1,0,0,1.93,56,salaried,bank_transfer,0.338,2,1,Android,C2,Non-fraud
2,0,0,5,0.701,17,unemployed,cash_agent,0.453,1,1,Android,C5,Fraud
0,0,1,0,1.539,32,self-employed,e-wallet,0.644,0,1,Android,C3,Non-fraud
1,1,1,6,1.112,57,salaried,e-wallet,0.446,0,10,iOS,C5,Non-fraud
0,1,0,2,0.835,16,self-employed,bank_transfer,0.494,1,4,Android,C6,Non-fraud
0,0,0,2,1.385,85,salaried,bank_transfer,0.231,1,17,iOS,C2,Non-fraud
0,1,0,0,1.245,29,self-employed,cash_agent,0.325,0,9,Android,C1,Non-fraud
2,0,0,0,1.567,8,unemployed,bank_transfer,0.02,1,2,Android,C1,Fraud
2,0,1,6,0.682,31,unemployed,e-wallet,0.776,0,23,iOS,C4,Fraud
2,1,1,1,1.519,15,unemployed,cash_agent,0.822,0,17,Android,C6,Fraud
2,1,1,2,1.011,85,unemployed,cash_agent,0.231,0,17,iOS,C6,Fraud
0,0,1,1,1.523,43,salaried,e-wallet,0.804,0,1,iOS,C6,Fraud
0,0,0,3,1.513,33,unemployed,bank_transfer,0.759,0,16,Android,C1,Fraud
0,0,0,2,1.562,12,unemployed,bank_transfer,0.711,0,6,Android,C4,Non-fraud
3,0,0,2,2.039,89,salaried,bank_transfer,0.617,1,2,Android,C4,Fraud
1,1,1,0,2.296,273,salaried,e-wallet,0.398,2,16,iOS,C2,Non-fraud
1,1,1,1,1.789,51,salaried,bank_transfer,0.717,1,0,Android,C4,Non-fraud
1,1,1,1,1.723,28,salaried,bank_transfer,0.373,0,12,iOS,C6,Non-fraud
0,1,1,0,1.578,11,unemployed,bank_transfer,0.245,1,21,iOS,C2,Non-fraud
1,0,0,0,0.933,18,salaried,bank_transfer,0.562,0,12,Android,C2,Fraud
1,0,1,0,1.67,30,salaried,e-wallet,0.53,1,6,Android,C4,Fraud
0,1,0,1,1.783,15,unemployed,e-wallet,0.496,0,9,Android,C5,Non-fraud
0,0,1,0,1.808,107,salaried,cash_agent,0.406,2,17,Android,C5,Fraud
0,1,0,3,2.44,96,salaried,e-wallet,0.553,2,20,Android,C6,Non-fraud
1,1,1,2,1.766,34,unemployed,bank_transfer,0.865,1,9,Android,C6,Non-fraud
1,1,1,1,0.989,20,unemployed,bank_transfer,0.654,0,21,Android,C3,Non-fraud
0,1,1,1,1.282,6,self-employed,bank_transfer,0.427,0,16,Android,C2,Non-fraud
2,1,1,1,1.131,9,unemployed,bank_transfer,0.389,0,22,Android,C4,Fraud
1,0,1,1,1.56,79,self-employed,bank_transfer,0.403,2,3,iOS,C4,Fraud
1,0,0,3,0.816,6,unemployed,e-wallet,0.628,1,0,Android,C6,Fraud
2,1,1,0,2.017,56,self-employed,e-wallet,0.573,1,16,Android,C6,Fraud
2,0,0,2,1.479,43,salaried,e-wallet,0.691,1,5,Android,C1,Fraud
0,1,0,1,2.221,27,self-employed,bank_transfer,0.316,0,3,Android,C2,Non-fraud
1,1,0,2,0.506,9,unemployed,e-wallet,0.284,0,16,Android,C4,Fraud
1,1,0,2,1.417,32,self-employed,bank_transfer,0.628,0,23,Android,C5,Non-fraud
0,1,1,2,2.065,42,salaried,bank_transfer,0.359,0,19,Android,C1,Non-fraud
0,1,1,1,2.248,103,salaried,e-wallet,0.779,2,6,Android,C5,Non-fraud
3,0,0,4,1.054,149,unemployed,e-wallet,0.27,0,12,Android,C2,Fraud
1,1,0,1,1.349,14,unemployed,bank_transfer,0.217,0,15,Android,C2,Non-fraud
0,1,1,2,1.68,79,salaried,e-wallet,0.887,0,21,iOS,C1,Non-fraud
0,1,1,2,2.062,51,salaried,bank_transfer,0.532,1,1,iOS,C6,Non-fraud
0,0,1,1,1.441,58,salaried,bank_transfer,0.428,2,14,Android,C1,Non-fraud
4,1,1,1,1.114,27,self-employed,e-wallet,0.559,0,9,iOS,C1,Fraud
3,0,0,3,0.403,37,unemployed,bank_transfer,0.383,0,18,Android,C1,Fraud
1,0,1,0,0.961,7,unemployed,cash_agent,0.474,0,14,iOS,C5,Fraud
0,1,1,1,1.869,59,unemployed,bank_transfer,0.507,0,11,iOS,C5,Non-fraud
1,0,1,1,1.465,45,salaried,e-wallet,0.634,2,14,iOS,C3,Fraud
1,1,1,0,0.755,18,unemployed,cash_agent,0.348,0,22,Android,C6,Fraud
1,1,1,2,2.15,95,salaried,e-wallet,0.514,2,15,iOS,C5,Non-fraud
0,0,1,0,1.28,164,self-employed,bank_transfer,0.348,1,22,Android,C1,Non-fraud
0,1,1,0,1.927,7,unemployed,bank_transfer,0.53,0,2,Android,C3,Non-fraud
0,1,0,0,1.46,23,unemployed,e-wallet,0.489,0,19,Android,C6,Non-fraud
0,0,0,2,1.44,40,salaried,bank_transfer,0.293,2,9,Android,C3,Non-fraud
3,0,0,4,0.864,14,self-employed,bank_transfer,0.741,0,13,Android,C3,Fraud
0,1,1,1,1.923,14,self-employed,bank_transfer,0.41,3,22,iOS,C3,Non-fraud
0,1,0,2,1.106,37,self-employed,bank_transfer,0.084,2,3,iOS,C1,Non-fraud
1,1,1,0,0.885,13,unemployed,e-wallet,0.775,0,20,iOS,C2,Non-fraud
3,0,0,3,0.812,32,self-employed,cash_agent,0.363,0,5,Android,C1,Fraud
0,1,1,0,2.181,75,salaried,e-wallet,0.653,2,15,iOS,C4,Non-fraud
1,1,1,1,1.44,14,self-employed,e-wallet,0.567,2,23,iOS,C6,Non-fraud
0,1,1,1,1.768,16,unemployed,bank_transfer,0.453,1,12,iOS,C6,Non-fraud
1,1,1,0,2.162,32,salaried,bank_transfer,0.647,1,8,iOS,C1,Non-fraud
3,0,1,1,1.045,18,self-employed,e-wallet,0.62,0,3,Android,C2,Fraud
1,1,1,2,1.788,44,self-employed,bank_transfer,0.415,0,23,iOS,C5,Non-fraud
1,1,1,3,0.45,43,unemployed,e-wallet,0.62,1,10,iOS,C5,Non-fraud
1,0,0,1,1.861,50,salaried,e-wallet,0.209,2,2,Android,C4,Fraud
2,1,1,0,1.789,35,unemployed,cash_agent,0.726,2,18,Android,C1,Fraud
0,1,1,0,1.402,15,salaried,e-wallet,0.327,3,7,Android,C5,Non-fraud
0,1,1,1,1.588,53,self-employed,bank_transfer,0.513,0,20,iOS,C2,Non-fraud
0,1,1,1,2.205,31,salaried,e-wallet,0.484,1,14,Android,C3,Non-fraud
0,0,1,3,1.774,43,unemployed,bank_transfer,0.681,0,10,iOS,C6,Fraud
1,0,1,0,1.503,15,self-employed,bank_transfer,0.319,0,20,iOS,C4,Fraud
5,1,1,0,1.4,46,unemployed,bank_transfer,0.464,1,10,Android,C1,Fraud
3,0,1,0,1.191,47,self-employed,bank_transfer,0.341,0,18,iOS,C2,Fraud
1,0,0,8,0.489,13,unemployed,e-wallet,0.612,1,1,Android,C3,Fraud
3,0,1,5,1.039,100,salaried,e-wallet,0.863,2,22,iOS,C1,Fraud
2,1,1,1,1.095,24,unemployed,bank_transfer,0.328,0,11,Android,C1,Fraud
2,1,1,0,0.33,8,self-employed,bank_transfer,0.046,0,17,Android,C2,Non-fraud
2,1,1,1,1.627,16,self-employed,e-wallet,0.46,0,7,iOS,C2,Fraud
0,1,1,0,1.493,52,self-employed,bank_transfer,0.314,3,8,iOS,C4,Non-fraud
0,1,0,1,1.054,20,self-employed,bank_transfer,0.453,0,4,iOS,C1,Fraud
2,1,0,0,1.275,50,self-employed,bank_transfer,0.443,0,2,iOS,C4,Non-fraud
1,1,1,1,1.091,8,unemployed,bank_transfer,0.3,0,14,Android,C6,Non-fraud
1,0,0,5,0.966,35,self-employed,e-wallet,0.538,0,19,Android,C6,Fraud
2,1,0,4,1.446,17,unemployed,bank_transfer,0.682,1,3,Android,C6,Fraud
2,1,1,2,1.628,40,self-employed,bank_transfer,0.427,0,16,Android,C6,Fraud
1,1,1,0,1.396,37,salaried,cash_agent,0.441,0,5,iOS,C5,Non-fraud
4,0,1,0,1.268,68,unemployed,e-wallet,0.286,1,9,iOS,C4,Fraud
1,1,1,0,2.249,59,salaried,bank_transfer,0.116,1,10,iOS,C4,Non-fraud
1,1,1,1,1.599,19,self-employed,bank_transfer,0.388,0,22,Android,C5,Non-fraud
0,1,1,1,1.335,26,unemployed,bank_transfer,0.487,1,10,Android,C3,Non-fraud
1,0,1,2,1.452,53,salaried,cash_agent,0.729,1,7,Android,C3,Fraud
3,0,1,5,0.509,12,unemployed,e-wallet,0.496,0,20,Android,C5,Fraud
1,1,0,0,1.503,33,self-employed,bank_transfer,0.658,0,14,Android,C3,Non-fraud
1,0,0,0,1.995,92,salaried,cash_agent,0.329,1,16,iOS,C1,Fraud
0,1,1,0,2.285,24,salaried,bank_transfer,0.461,3,16,iOS,C4,Non-fraud
0,1,1,0,1.264,19,unemployed,e-wallet,0.612,0,5,Android,C3,Non-fraud
1,1,1,6,1.128,20,unemployed,bank_transfer,0.78,1,8,Android,C6,Non-fraud
0,1,1,1,1.756,42,self-employed,bank_transfer,0.458,1,22,iOS,C3,Fraud
0,1,0,7,0.825,34,self-employed,e-wallet,0.301,1,6,Android,C6,Fraud
0,1,0,0,1.085,39,self-employed,e-wallet,0.352,1,11,Android,C3,Non-fraud
0,1,1,1,0.67,16,unemployed,e-wallet,0.324,2,9,Android,C6,Non-fraud
0,1,0,0,1.676,28,self-employed,bank_transfer,0.543,1,5,Android,C1,Non-fraud
3,0,0,4,0.598,17,unemployed,e-wallet,0.846,0,20,iOS,C4,Fraud
1,1,1,0,1.354,35,self-employed,bank_transfer,0.336,0,6,Android,C5,Non-fraud
1,1,0,0,1.925,44,self-employed,bank_transfer,0.223,1,15,iOS,C5,Non-fraud
2,1,1,1,1.097,5,unemployed,bank_transfer,0.425,0,22,iOS,C3,Fraud
4,1,0,2,0.833,7,unemployed,bank_transfer,0.289,0,3,Android,C5,Fraud
0,1,0,1,0.885,26,unemployed,bank_transfer,0.247,1,1,iOS,C6,Non-fraud
5,0,1,10,0.328,6,unemployed,e-wallet,0.743,0,1,Android,C3,Fraud
2,0,1,0,1.948,120,salaried,e-wallet,0.436,2,9,iOS,C1,Fraud
1,0,0,4,0.669,32,unemployed,e-wallet,0.521,0,8,iOS,C4,Fraud
1,0,0,1,0.278,42,unemployed,e-wallet,0.601,0,9,Android,C2,Fraud
1,1,1,1,1.131,42,self-employed,e-wallet,0.374,0,7,iOS,C3,Non-fraud
0,1,1,0,2.227,22,self-employed,bank_transfer,0.37,1,23,iOS,C4,Non-fraud
0,1,0,3,1.142,83,salaried,bank_transfer,0.203,2,21,Android,C1,Fraud
1,0,0,4,1.498,65,salaried,bank_transfer,0.466,1,3,Android,C6,Fraud
1,0,0,3,1.545,53,self-employed,cash_agent,0.533,0,12,Android,C5,Fraud
1,0,0,3,1.096,38,unemployed,e-wallet,0.619,0,0,Android,C5,Fraud
2,1,1,1,1.233,7,unemployed,bank_transfer,0.092,0,4,Android,C6,Fraud
2,1,0,0,1.911,21,salaried,cash_agent,0.348,0,10,Android,C2,Non-fraud
2,1,1,1,1.2,41,unemployed,e-wallet,0.359,0,7,iOS,C2,Fraud
0,0,0,2,1.443,55,salaried,bank_transfer,0.256,1,20,Android,C3,Non-fraud
2,1,1,0,1.239,27,self-employed,bank_transfer,0.672,0,3,Android,C2,Fraud
1,0,0,1,1.546,14,unemployed,bank_transfer,0.455,0,18,iOS,C6,Fraud
0,0,0,2,0.4,36,unemployed,e-wallet,0.641,0,7,Android,C1,Non-fraud
2,0,1,12,0.202,31,unemployed,e-wallet,0.398,0,15,Android,C5,Fraud
1,0,0,8,0.361,27,unemployed,e-wallet,0.715,0,6,Android,C5,Fraud
0,1,0,5,0.505,6,unemployed,bank_transfer,0.518,0,14,iOS,C2,Non-fraud
0,1,1,1,2.168,26,self-employed,bank_transfer,0.339,3,18,Android,C6,Non-fraud
0,0,0,7,1.479,20,salaried,bank_transfer,0.576,0,18,iOS,C5,Fraud
1,1,1,0,1.892,198,salaried,e-wallet,0.225,2,16,Android,C4,Non-fraud
1,1,1,0,1.379,36,salaried,bank_transfer,0.065,0,2,iOS,C2,Non-fraud
3,0,0,3,0.935,7,self-employed,e-wallet,0.691,0,17,Android,C5,Fraud
0,0,1,0,1.562,19,salaried,e-wallet,0.618,1,4,iOS,C1,Non-fraud
0,0,1,2,1.453,28,self-employed,e-wallet,0.423,2,21,iOS,C6,Non-fraud
2,0,0,3,1.507,6,unemployed,e-wallet,0.75,0,8,iOS,C2,Fraud
3,1,1,6,1.357,57,unemployed,cash_agent,0.528,1,19,Android,C5,Fraud
3,1,0,1,0.533,11,unemployed,bank_transfer,0.13,1,21,Android,C2,Fraud
0,1,0,4,0.895,19,self-employed,e-wallet,0.483,1,21,iOS,C6,Fraud
8,0,0,10,0.05,10,unemployed,e-wallet,0.235,0,2,Android,C3,Fraud
1,1,1,1,1.118,56,salaried,cash_agent,0.651,0,8,iOS,C1,Fraud
3,1,1,2,0.239,12,unemployed,e-wallet,0.488,2,23,iOS,C1,Fraud
1,0,0,5,0.701,6,unemployed,bank_transfer,0.833,0,11,iOS,C5,Fraud
0,0,1,1,1.721,13,self-employed,e-wallet,0.804,0,9,Android,C2,Fraud
2,1,0,0,1.362,8,unemployed,bank_transfer,0.485,1,17,Android,C1,Fraud
1,0,1,6,0.815,62,salaried,e-wallet,0.766,3,22,Android,C3,Fraud
2,0,1,3,1.455,43,self-employed,e-wallet,0.611,1,22,iOS,C5,Fraud
0,1,1,0,2.272,77,salaried,bank_transfer,0.425,1,15,Android,C3,Non-fraud
5,1,1,13,0.786,10,unemployed,e-wallet,0.529,1,9,iOS,C5,Fraud
1,1,0,0,1.524,26,unemployed,bank_transfer,0.263,0,12,iOS,C1,Non-fraud
2,1,1,0,1.907,23,salaried,e-wallet,0.504,0,12,Android,C2,Fraud
2,0,0,3,1.229,31,salaried,e-wallet,0.4,0,4,iOS,C3,Fraud
0,0,0,1,0.629,25,unemployed,bank_transfer,0.292,1,6,iOS,C2,Non-fraud
0,1,1,1,1.064,38,salaried,cash_agent,0.47,0,12,Android,C5,Fraud
2,0,0,2,0.999,47,salaried,bank_transfer,0.268,0,11,iOS,C4,Fraud
1,0,1,0,1.075,46,self-employed,e-wallet,0.899,0,1,Android,C1,Fraud
0,1,0,2,2.106,140,self-employed,bank_transfer,0.119,1,3,Android,C4,Non-fraud
0,1,0,3,1.386,22,self-employed,cash_agent,0.596,0,12,iOS,C4,Non-fraud
0,1,1,0,2.053,11,unemployed,bank_transfer,0.292,2,11,iOS,C5,Non-fraud
0,1,0,4,0.589,42,unemployed,e-wallet,0.296,1,2,iOS,C4,Fraud
1,1,1,1,1.42,58,unemployed,cash_agent,0.59,0,9,Android,C1,Non-fraud
1,0,0,0,0.592,38,unemployed,cash_agent,0.175,0,21,iOS,C3,Non-fraud
1,1,1,0,2.448,88,salaried,bank_transfer,0.261,3,7,iOS,C1,Non-fraud
2,1,1,2,0.8,12,self-employed,bank_transfer,0.564,0,3,Android,C3,Fraud
2,1,1,0,1.858,75,self-employed,bank_transfer,0.17,0,2,iOS,C3,Non-fraud
1,1,1,2,1.972,38,self-employed,bank_transfer,0.26,1,6,Android,C1,Non-fraud
